ChartSource,Season,Japanese Title,Romaji Title,English Title,Additional Titles,Medium,Continuing,Summary,Tags,StartDate,Episodes,Images,Studios,Amazon,Amazon Instant Video Us,Anidb,Anilist,Anime-Planet,Anisearch,Comic Festa Anime Zone,Crunchyroll,Funimation,Hulu,Kitsu,Mal,Mal2,Netflix,Official Site,Official Site2,Preview,Twitter,Twitter2,Website,Youtube,Youtube2
AniChart (100245),Winter-2018,BEATLESS,BEATLESS,BEATLESS,,TV,True,"(From AniChart)
I believe in that smile. Even if you don't have a soul.
2105 A.D. Japan
The humanoid android hiE became part of people's life and was handling the things human could and couldn't do. Endou Arato, unlike his friends Kenko and Ryou who hate hiE, felt sympathy for hiE which are supposed to be just objects. One night, Arato suddenly gets assaulted by mysterious falling cherry blossoms that make hiE and machines run havoc. Will the cornered Arato be saved by the mysterious hiE Lacia...","Robots, Male Protagonist, Action, Drama, Romance, Sci-Fi",13/01/2018 12:55 +0900,24,https://cdn.anilist.co/img/dir/anime/reg/100245-Uc0ceFcMQ2IV.jpg,diomedéa,https://www.amazon.com/dp/B07916CFRS,,,https://anilist.co/anime/100245,,,,,,,,http://myanimelist.net/anime/36516,,,http://beatless-anime.jp/,,,https://twitter.com/BEATLESS_info,,,www.youtube.com/watch?v=ZKVpM8esO6Q,
"AniChart (98747), Livechart (2699)",Winter-2018,刀使ノ巫女,Toji no Miko,Katana Maidens ~ Toji No Miko,", Sword User Shrine Maiden, The Shrine Maiden Swordwielders",,True,"(From AniChart)
Since ancient times, shrine maidens who wield swords have been exorcising ""aratama,"" strange existences that threaten the human world. These young women who wear school uniforms and a sword are called ""Toji,"" and they serve as an official unit within the police force as a ""special religious service police squad."" The government authorizes the Toji to wear swords and serve as government officials, and the government has set up five schools throughout the country for the girls to attend. The girls live ordinary school lives, while occasionally performing their duties, wielding their swords and using various powers to fight and protect the people.<br><br>

(Source: ANN, edited)
(From Livechart)
There's an evil creature called Aratama that attack people, and a group of Miko has been exorcising those creatures using swords since olden times. Those who wear uniforms and swords are called Toji, who are officially called Tokubetsu Saishi Kitoutai (Special Ritual Maneuver Team) in the police association. They are officially approved of wielding the swords by the government officials. The government has established five training schools consisting of junior and senior high levels for the female students to attend. They spend their student life normally, and use special skills with the swords when they're doing missions to protect people. In the spring, these five schools are to take part in a competition. Among the girls who train for the competition, there's a girl who's a bit more passionate than any other girls. Where would the girl with the sword aim?
(Source: MAL News)","Swordplay, Primarily Female Cast, Female Protagonist, Action, Fantasy",01/04/2018 00:00 +0900,24,"https://cdn.anilist.co/img/dir/anime/reg/98747-HB9210l6MDmO.jpg, https://u.livechart.me/anime/poster_images/2699/b4c7c210a3a8c041a3b537e28fa50049:small.jpg",Studio Gokumi,,,http://anidb.net/a13172,https://anilist.co/anime/98747,http://www.anime-planet.com/anime/toji-no-miko,https://www.anisearch.com/anime/12458,,http://www.crunchyroll.com/katana-maidens-toji-no-miko,https://www.funimation.com/shows/katana-maidens-toji-no-miko/,,https://kitsu.io/anime/13710,http://myanimelist.net/anime/35589,https://myanimelist.net/anime/35589,,http://tojinomiko.jp/,,https://www.youtube.com/watch?v=3Z-ytwy7YSQ,https://twitter.com/tojinomiko,,http://tojinomiko.jp,www.youtube.com/watch?v=q9jYltH5FVc,
"AniChart (99727), Livechart (2817)",Winter-2018,覇穹 封神演義,Hakyuu Houshin Engi,HAKYU HOSHIN ENGI,"Hakyuu: Houshin Engi, Soul Hunter, Senkai-den Houshin Engi, ",,True,"(From AniChart)
New anime adaptation of the Hoshin Engi manga with a different voice cast.<br><br>

Thousands of years ago, it was a time of witchcraft and dark magic. An evil sorceress has bewitched the emperor of the mighty dynasty and he has become a mindless puppet. The country is in shambles and evil spirits lurk everywhere. The human world is on the verge of utter destruction. A bold mission is planned by the Confederation of the Immortal Masters. They send a young master wizard to hung down the villains and evil warlocks in the devastated lands. <br><br>

(Source: ANN)
(From Livechart)
When his clan is wiped out by a beautiful demon, young Taikobo finds himself in charge of the mysterious Houshin Project. Its mission: find all immortals living in the human world and seal them away forever. But who do you trust—and whose side are you really on—when you've been trained to hunt demons by a demon?
(Source: VIZ Media)","Magic, Demons, Classic Literature, Adventure, Fantasy, Supernatural, Shounen",01/04/2018 00:00 +0900,23,"https://cdn.anilist.co/img/dir/anime/reg/99727-DKYCkL2Ww1xR.jpg, https://u.livechart.me/anime/poster_images/2817/d5a4d5604b37876e0f340b1adaca9095.png:small.jpg",C-Station,,,http://anidb.net/a13336,https://anilist.co/anime/99727,http://www.anime-planet.com/anime/soul-hunter,https://www.anisearch.com/anime/12681,,http://www.crunchyroll.com/hakyu-hoshin-engi,https://www.funimation.com/shows/hakyu-hoshin-engi/,,https://kitsu.io/anime/993,http://myanimelist.net/anime/36029,https://myanimelist.net/anime/36029,,http://www.tvhoushin-engi.com,,https://www.youtube.com/watch?v=8sztcJ_aJYI,https://twitter.com/hoshinengi_tv,,,www.youtube.com/watch?v=8sztcJ_aJYI,
AniChart (99476),Winter-2018,弱虫ペダルGLORY LINE,Yowamushi Pedal: GLORY LINE,Yowamushi Pedal: GLORY LINE,"YowaPeda 4, , , ",TV,True,"(From AniChart)
The fourth season of <i>Yowamushi Pedal</i>.","Cycling, Shounen, Drama, Sports",09/01/2018 00:00 +0900,25,https://cdn.anilist.co/img/dir/anime/reg/99476-eie3jBi9W1ya.png,TMS Entertainment,,,,https://anilist.co/anime/99476,,,,http://www.crunchyroll.com/yowamushi-pedal-new-generation,,,,http://myanimelist.net/anime/35789,,,http://yowapeda.com/,,,https://twitter.com/yowapeda_anime,,,www.youtube.com/watch?v=rItD5-iaM_k,
AniChart (87495),Winter-2018,アイドリッシュセブン,Idolish 7,Idolish 7,,TV,True,"(From AniChart)
A group of aspiring idols gather at Takanashi Productions and are entrusted with the company's future. The seven men who have just met represent a variety of totally different personalities. However, they each have their own charm and possess unknown potential as idols. Forming a group, they take their first step together as ""IDOLiSH7."" Their brilliantly shining dancing forms onstage eventually begin captivating the hearts of the people.<br>
<br>
(Source: ANN)<br>
<br>
<i>Episodes 1-2 were pre-streamed on November 3, 2017. Regular broadcasting will begin in January 2018.</i>","Idol, Primarily Male Cast, Shoujo, Music",01/01/2018 09:30 +0900,17,https://cdn.anilist.co/img/dir/anime/reg/87495-tNTXqbYpy7ec.png,TROYCA,,,,https://anilist.co/anime/87495,,,,http://www.crunchyroll.com/idolish7,,,,http://myanimelist.net/anime/33899,,,http://idolish7.com/aninana/,,,https://twitter.com/iD7Mng_Ogami,,,www.youtube.com/watch?v=Zk86G1dkABU,
"AniChart (99569), Livechart (2799)",Winter-2018,バジリスク ～桜花忍法帖～,Basilisk: Ouka Ninpouchou,Basilisk: The Ouka Ninja Scrolls,,,True,"(From AniChart)
The battle for succession that continued for three generations of shogun in the Keichou era culminated in a gruesome battle of ninja arts between the Kouga and Iga clans. Amidst a rain of flower petals, a man and woman who had decided to live for love were separated once again, beautiful in their transience. However, it is said that by the hand of Hattori Hanzo's adopted son, Kyouhachirou, these two flower petals, whether temporarily or permanently, were given life again and left two mementos behind. These children, born with a destiny of their own, were called Kouga Hachirou and Iga Hibiki. The former had eyes like his father's, and the latter had eyes like her mother's. It is now the Kan'ei era, and the land is at peace. As ninjas begin to disappear into the shadows after being deemed unnecessary, The Kouga and Iga clans ask a favor of Hachirou and Hibiki in hopes of reinforcing their foundations.<br><br>

(Source: Crunchyroll)
(From Livechart)
The battle for succession that continued for three generations of shogun in the Keichou era culminated in a gruesome battle of ninja arts between the Kouga and Iga clans. Amidst a rain of flower petals, a man and woman who had decided to live for love were separated once again, beautiful in their transience.
However, it is said that by the hand of Hattori Hanzo's adopted son, Kyouhachirou, these two flower petals, whether temporarily or permanently, were given life again and left two mementos behind. These children, born with a destiny of their own, were called Kouga Hachirou and Iga Hibiki. The former had eyes like his father's, and the latter had eyes like her mother's. It is now the Kan'ei era, and the land is at peace. As ninjas begin to disappear into the shadows after being deemed unnecessary, The Kouga and Iga clans ask a favor of Hachirou and Hibiki in hopes of reinforcing their foundations.
(Source: Crunchyroll)","Ninja, Action, Fantasy, Adventure, Historical, Romance, Samurai, Supernatural",01/04/2018 00:00 +0900,24,"https://cdn.anilist.co/img/dir/anime/reg/99569-FeV1gIruHCLe.jpg, https://u.livechart.me/anime/poster_images/2799/ea51b1022b252440170e9e48a2f41473.png:small.jpg","Seven Arcs, Seven Arcs Pictures",,,http://anidb.net/a13291,https://anilist.co/anime/99569,http://www.anime-planet.com/anime/basilisk-the-ouka-ninja-scrolls,https://www.anisearch.com/anime/12636,,http://www.crunchyroll.com/basilisk-the-ouka-ninja-scrolls,https://www.funimation.com/shows/basilisk-the-ouka-ninja-scrolls/,https://www.hulu.com/basilisk-the-ouka-ninja-scrolls,https://kitsu.io/anime/13676,http://myanimelist.net/anime/35964,https://myanimelist.net/anime/35964,,http://basilisk-ouka.jp/,,https://www.youtube.com/watch?v=981KbvGGLYw,https://twitter.com/basiliskouka,,http://basilisk-ouka.jp,www.youtube.com/watch?v=981KbvGGLYw,
"AniChart (100645), Livechart (2995)",Spring-2018,あっくんとカノジョ,Akkun to Kanojo,Akkun to Kanojo,", Akkun and His Girlfriend",TV Short,False,"(From AniChart)
The romantic comedy follows the everyday life of an extremely tsundere boy named Atsuhiro ""Akkun"" Kagari and his girlfriend Non ""Nontan"" Katagiri. Akkun's behavior is harsh towards Nontan with verbal abuse and neglect, but he actually is head-over-heels for her and habitually acts like a stalker by tailing her or eavesdropping. Nontan is oblivious to Akkun's stalker ways, and thinks his actions are cute.<br><br>

(Source: ANN)
(From Livechart)
The romantic comedy follows the everyday life of an extremely tsundere (initially aloof and abrasive, but later kind-hearted) boy named Atsuhiro ""Akkun"" Kagari and his girlfriend Non ""Nontan"" Katagiri. Akkun's behavior is harsh towards Nontan with verbal abuse and neglect, but he actually is head-over-heels for her and habitually acts like a stalker by tailing her or eavesdropping. Nontan is oblivious to Akkun's stalker ways, and thinks his actions are cute.
(Source: Anime News Network)","Comedy, Romance, Shoujo",06/04/2018 21:30 +0900,0,"https://cdn.anilist.co/img/dir/anime/reg/100645-NJW4S7M0LvDc.jpg, https://u.livechart.me/anime/poster_images/2995/237896514d5ffb8c05275c7bda00ed57.png:small.jpg",Yumeta Company,,,http://anidb.net/a13613,https://anilist.co/anime/100645,http://www.anime-planet.com/anime/akkun-to-kanojo,https://www.anisearch.com/anime/13073,,,,,https://kitsu.io/anime/14202,http://myanimelist.net/anime/36864,https://myanimelist.net/anime/36864,,http://akkun-kanojo.jp/,,https://www.youtube.com/watch?v=LfmTO1p3LFU,https://twitter.com/akkano_anime,,http://akkun-kanojo.jp,www.youtube.com/watch?v=LfmTO1p3LFU,
AniChart (101160),Spring-2018,甘い懲罰~私は看守専用ペット,Amai Choubatsu: Watashi wa Kanshu Senyou Pet,Amai Choubatsu: Watashi wa Kanshu Senyou Pet,,TV Short,False,"(From AniChart)
The story is set in a prison in the near future year of ""20XX."" It revolves around Hina Saotome — an office lady imprisoned despite her innocence — and the elegant yet sadistic guard Aki Myojin. Hina's heart and body are at the mercy of Myojin's ""cruel yet sweet domination"" from physical examinations to even her lover's prison visits. <br><br>

(Source: ANN)",Josei,02/04/2018 12:00 +0900,0,https://cdn.anilist.co/img/dir/anime/reg/101160-0UJkLwjdjrwp.jpg,Magic Bus,,,,https://anilist.co/anime/101160,,,,,,,,http://myanimelist.net/anime/37320,,,http://kanshu.cf-anime.com/,,,https://twitter.com/ComicFestaAnime,,,,
"AniChart (99638), Livechart (2810)",Spring-2018,ありすorありす,Alice or Alice,Alice or Alice,", Alice or Alice: The Brother With a Sister Complex and His Twin Sisters, Alice or Alice: Siscon Nii-san to Futago no Imouto",TV Short,False,"(From AniChart)
The manga centers on the everyday lives of two twin sisters both named Alice, and their brother who is slightly attracted to them.<br><br>

(Source: ANN)
(From Livechart)
This story gives a look at the daily life of a pair or Alice twins and their older brother who has a sister complex. Them eating meals, getting into fights, playing with friends… Would you like to peek at the heartful daily life of the cute Alices?
(Source: MyAnimeList News)","Comedy, Slice of Life, Seinen",04/04/2018 21:25 +0900,12,"https://cdn.anilist.co/img/dir/anime/reg/99638-VifbRYMn0wX9.jpg, https://u.livechart.me/anime/poster_images/2810/158b4c0f4f187a0f7f7582c89eb86bd6.png:small.jpg","EMT Squared, EMT²",,,http://anidb.net/a13313,https://anilist.co/anime/99638,http://www.anime-planet.com/anime/alice-or-alice-siscon-nii-san-to-futago-no-imouto,https://www.anisearch.com/anime/12658,,,,,https://kitsu.io/anime/13679,http://myanimelist.net/anime/36001,https://myanimelist.net/anime/36001,,http://alice-or-alice.com/,,https://www.youtube.com/watch?v=M3pcmN5mEzw,https://twitter.com/ALICE_or_ALICE_,,http://alice-or-alice.com,www.youtube.com/watch?v=M3pcmN5mEzw,
AniChart (100966),Spring-2018,信長の忍び〜姉川・石山篇〜,Nobunaga no Shinobi: Anegawa Ishiyama-hen,Nobunaga no Shinobi: Anegawa Ishiyama-hen,,TV Short,False,"(From AniChart)
The third season of <i>Nobunaga no Shinobi</i>.",Comedy,07/04/2018 12:35 +0900,0,https://cdn.anilist.co/img/dir/anime/reg/100966-hpO8Ut2jy7R1.jpg,TMS Entertainment,,,,https://anilist.co/anime/100966,,,,,,,,http://myanimelist.net/anime/37126,,,https://nobunaga-no-shinobi.com/,,,https://twitter.com/shinobinobunaga,,,www.youtube.com/watch?v=2D-qnZzfO3Y,
"AniChart (101002), Livechart (3058)",Spring-2018,踏切時間,Fumikiri Jikan,Fumikiri Jikan,", Railroad Crossing Time",TV Short,False,"(From AniChart)
The omnibus manga tells a series of short stories about conversations young women have while waiting at railroad crossings.<br><br>

(Source: ANN)
(From Livechart)
The omnibus manga tells a series of short stories about conversations young women have while waiting at railroad crossings.","Comedy, Slice of Life",10/04/2018 12:15 +0900,0,"https://cdn.anilist.co/img/dir/anime/reg/101002-tBiVbnDLzfb6.jpg, https://u.livechart.me/anime/poster_images/3058/232c951be64aa38fc90260bd0f747cea.png:small.jpg",EKACHI EPILKA,,,http://anidb.net/a13753,https://anilist.co/anime/101002,http://www.anime-planet.com/anime/fumikiri-jikan,https://www.anisearch.com/anime/13272,,,,,https://kitsu.io/anime/41086,http://myanimelist.net/anime/37188,https://myanimelist.net/anime/37188,,http://fumikirijikan.com/,,https://www.youtube.com/watch?v=v32Eic2a4JY,https://twitter.com/fumikiri_anime,,http://fumikirijikan.com,www.youtube.com/watch?v=v32Eic2a4JY,
